event_date,location,owner,impressions,clicks,new bookings,total_revenue
28/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,184,83,8,1535
29/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,133,60,6,1445
30/06/2024,Pet Hotel - Brisbane CBD,Pet Hotel,183,82,8,2330
01/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,127,57,6,1075
02/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,132,59,6,0
03/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,147,66,7,1475
06/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,189,85,9,400
07/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,151,68,7,400
08/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,149,67,7,380
09/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,199,90,9,760
10/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,177,80,8,760
11/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,143,64,6,0
13/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,188,85,9,755
14/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,134,60,6,780
15/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,200,90,9,1150
16/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,105,47,5,775
17/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,143,64,6,1030
18/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,197,89,9,400
19/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,138,62,6,780
20/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,171,77,8,730
22/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,128,58,6,400
23/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,131,59,6,400
24/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,162,73,7,385
25/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,154,69,7,800
26/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,108,49,5,1365
27/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,114,51,5,350
28/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,113,51,5,1535
29/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,199,90,9,1445
30/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,184,83,8,2330
31/07/2024,Pet Hotel - Brisbane CBD,Pet Hotel,104,47,5,1160
05/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,169,76,8,400
06/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,196,88,9,380
07/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,181,81,8,380
08/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,138,62,6,760
09/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,142,64,6,1110
10/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,113,51,5,730
13/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,119,54,5,780
14/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,144,65,7,1150
15/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,178,80,8,775
16/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,114,51,5,1030
17/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,166,75,8,400
18/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,128,58,6,780
19/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,134,60,6,730
21/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,154,69,7,400
22/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,194,87,9,400
23/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,157,71,7,385
24/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,117,53,5,800
25/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,136,61,6,1365
26/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,147,66,7,350
27/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,182,82,8,1935
28/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,110,50,5,1445
29/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,196,88,9,2330
30/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,144,65,7,1160
31/08/2024,Pet Hotel - Brisbane CBD,Pet Hotel,146,66,7,800
02/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,175,79,8,380
04/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,175,79,8,380
05/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,133,60,6,380
06/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,136,61,6,1076.67
07/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,145,65,7,760
08/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,119,54,5,1110
09/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,127,57,6,738.33
10/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,132,59,6,725
13/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,157,71,7,1150
14/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,175,79,8,775
15/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,169,76,8,1030
16/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,110,50,5,400
17/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,142,64,6,780
18/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,104,47,5,730
20/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,171,77,8,280
21/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,186,84,8,400
22/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,161,72,7,385
23/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,180,81,8,800
24/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,152,68,7,1365
25/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,195,88,9,350
26/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,199,90,9,1935
27/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,181,81,8,1445
28/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,120,54,5,2330
29/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,148,67,7,1160
30/09/2024,Pet Hotel - Brisbane CBD,Pet Hotel,118,53,5,800
01/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,150,68,7,380
02/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,114,51,5,1540
03/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,176,79,8,380
04/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,148,67,7,1166.67
05/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,124,56,6,1140
06/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,193,87,9,1110
07/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,146,66,7,1110
08/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,188,85,9,1125
09/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,114,51,5,1208.33
10/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,176,79,8,1155
13/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,117,53,5,1150
14/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,126,57,6,775
15/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,194,87,9,1030
16/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,185,83,8,400
17/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,114,51,5,462.67
18/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,159,72,7,730
21/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,180,81,8,400
22/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,179,81,8,385
23/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,188,85,9,786.67
24/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,134,60,6,1365
25/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,156,70,7,350
26/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,112,50,5,1935
27/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,153,69,7,1420
28/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,166,75,8,2330
29/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,145,65,7,1160
30/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,136,61,6,400
31/10/2024,Pet Hotel - Brisbane CBD,Pet Hotel,154,69,7,4440
01/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,165,74,7,600
02/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,130,59,6,692
03/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,184,83,8,600
04/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,126,57,6,692
05/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,170,77,8,671
06/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,136,61,6,1050
07/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,156,70,7,1176
08/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,166,75,8,63
09/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,124,56,6,700
10/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,132,59,6,608.67
11/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,173,78,8,400
16/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,110,50,5,350
17/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,172,77,8,300
18/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,173,78,8,642
19/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,139,63,6,2375
21/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,133,60,6,300
22/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,104,47,5,21
23/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,180,81,8,21
24/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,104,47,5,21
26/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,143,64,6,650
27/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,199,90,9,140
28/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,151,68,7,350
29/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,135,61,6,421
30/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,163,73,7,455
31/01/2024,Pet Hotel - Melbourne CBD,Pet Hotel,151,68,7,684
01/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,142,64,6,671
02/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,190,86,9,1050
03/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,135,61,6,650
04/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,188,85,9,1555
05/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,124,56,6,1193
07/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,184,83,8,42
08/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,120,54,5,700
09/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,181,81,8,42
10/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,195,88,9,105
11/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,192,86,9,300
13/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,155,70,7,442
14/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,156,70,7,21
15/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,133,60,6,371
16/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,148,67,7,300
17/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,115,52,5,600
18/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,153,69,7,2375
19/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,123,55,6,42
20/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,111,50,5,363
21/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,161,72,7,42.01
22/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,177,80,8,105
23/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,110,50,5,400
24/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,166,75,8,350
25/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,118,53,5,650
26/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,121,54,5,182
27/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,144,65,7,392
28/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,187,84,8,400
29/02/2024,Pet Hotel - Melbourne CBD,Pet Hotel,157,71,7,350
01/03/2024,Pet Hotel - Melbourne CBD,Pet Hotel,155,70,7,1071
03/03/2024,Pet Hotel - Melbourne CBD,Pet Hotel,177,80,8,1050
04/03/2024,Pet Hotel - Melbourne CBD,Pet Hotel,184,83,8,63
06/03/2024,Pet Hotel - Melbourne CBD,Pet Hotel,120,54,5,442
07/03/2024,Pet Hotel - Melbourne CBD,Pet Hotel,157,71,7,505
09/03/2024,Pet Hotel - Melbourne CBD,Pet Hotel,134,60,6,321
10/03/2024,Pet Hotel - Melbourne CBD,Pet Hotel,196,88,9,426
13/03/2024,Pet Hotel - Melbourne CBD,Pet Hotel,170,77,8,42
14/03/2024,Pet Hotel - Melbourne CBD,Pet Hotel,131,59,6,421
16/03/2024,Pet Hotel - Melbourne CBD,Pet Hotel,174,78,8,350
17/03/2024,Pet Hotel - Melbourne CBD,Pet Hotel,133,60,6,300
18/03/2024,Pet Hotel - Melbourne CBD,Pet Hotel,171,77,8,642
19/03/2024,Pet Hotel - Melbourne CBD,Pet Hotel,126,57,6,2396
21/03/2024,Pet Hotel - Melbourne CBD,Pet Hotel,156,70,7,363
24/03/2024,Pet Hotel - Melbourne CBD,Pet Hotel,146,66,7,360
25/03/2024,Pet Hotel - Melbourne CBD,Pet Hotel,139,63,6,371
26/03/2024,Pet Hotel - Melbourne CBD,Pet Hotel,188,85,9,797
27/03/2024,Pet Hotel - Melbourne CBD,Pet Hotel,168,76,8,42
28/03/2024,Pet Hotel - Melbourne CBD,Pet Hotel,199,90,9,497
29/03/2024,Pet Hotel - Melbourne CBD,Pet Hotel,147,66,7,400
30/03/2024,Pet Hotel - Melbourne CBD,Pet Hotel,126,57,6,350
31/03/2024,Pet Hotel - Melbourne CBD,Pet Hotel,146,66,7,600
01/04/2024,Pet Hotel - Melbourne CBD,Pet Hotel,125,56,6,21
03/04/2024,Pet Hotel - Melbourne CBD,Pet Hotel,152,68,7,21
04/04/2024,Pet Hotel - Melbourne CBD,Pet Hotel,106,48,5,168
05/04/2024,Pet Hotel - Melbourne CBD,Pet Hotel,165,74,7,400
06/04/2024,Pet Hotel - Melbourne CBD,Pet Hotel,112,50,5,63
07/04/2024,Pet Hotel - Melbourne CBD,Pet Hotel,156,70,7,42
08/04/2024,Pet Hotel - Melbourne CBD,Pet Hotel,174,78,8,300
09/04/2024,Pet Hotel - Melbourne CBD,Pet Hotel,148,67,7,126
11/04/2024,Pet Hotel - Melbourne CBD,Pet Hotel,137,62,6,84
13/04/2024,Pet Hotel - Melbourne CBD,Pet Hotel,149,67,7,186.67
15/04/2024,Pet Hotel - Melbourne CBD,Pet Hotel,174,78,8,392
16/04/2024,Pet Hotel - Melbourne CBD,Pet Hotel,131,59,6,342
17/04/2024,Pet Hotel - Melbourne CBD,Pet Hotel,120,54,5,663
18/04/2024,Pet Hotel - Melbourne CBD,Pet Hotel,162,73,7,2522
20/04/2024,Pet Hotel - Melbourne CBD,Pet Hotel,179,81,8,300
22/04/2024,Pet Hotel - Melbourne CBD,Pet Hotel,107,48,5,105
23/04/2024,Pet Hotel - Melbourne CBD,Pet Hotel,185,83,8,42
24/04/2024,Pet Hotel - Melbourne CBD,Pet Hotel,136,61,6,392
25/04/2024,Pet Hotel - Melbourne CBD,Pet Hotel,166,75,8,650
27/04/2024,Pet Hotel - Melbourne CBD,Pet Hotel,143,64,6,350
28/04/2024,Pet Hotel - Melbourne CBD,Pet Hotel,184,83,8,400
29/04/2024,Pet Hotel - Melbourne CBD,Pet Hotel,200,90,9,392
30/04/2024,Pet Hotel - Melbourne CBD,Pet Hotel,131,59,6,642
02/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,130,59,6,21
03/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,116,52,5,105
06/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,193,87,9,426
07/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,103,46,5,300
08/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,146,66,7,105
09/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,177,80,8,713
10/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,192,86,9,626.67
11/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,142,64,6,42
13/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,141,63,6,105
14/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,170,77,8,42
15/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,118,53,5,413
16/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,158,71,7,321
17/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,199,90,9,600
18/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,160,72,7,2375
20/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,149,67,7,384
21/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,156,70,7,84
22/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,194,87,9,484
23/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,189,85,9,42
24/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,196,88,9,350
25/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,142,64,6,650
27/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,152,68,7,434
28/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,109,49,5,547
29/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,104,47,5,413
30/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,197,89,9,663
31/05/2024,Pet Hotel - Melbourne CBD,Pet Hotel,113,51,5,650
02/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,172,77,8,342
03/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,103,46,5,63
04/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,120,54,5,300
05/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,188,85,9,363
06/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,199,90,9,42
08/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,188,85,9,755
09/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,191,86,9,0
13/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,163,73,7,126
14/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,117,53,5,350
15/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,144,65,7,300
16/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,142,64,6,600
17/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,184,83,8,2838
18/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,146,66,7,526
19/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,117,53,5,342
20/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,192,86,9,84
21/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,142,64,6,400
23/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,131,59,6,350
24/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,184,83,8,650
25/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,195,88,9,42
26/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,200,90,9,392
27/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,154,69,7,505
28/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,121,54,5,350
29/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,106,48,5,600
30/06/2024,Pet Hotel - Melbourne CBD,Pet Hotel,186,84,8,650
01/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,144,65,7,300
02/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,197,89,9,42
03/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,170,77,8,405
05/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,125,56,6,105
06/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,158,71,7,650
07/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,171,77,8,650
08/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,150,68,7,168
09/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,149,67,7,400
10/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,101,45,5,400
14/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,165,74,7,350
15/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,186,84,8,321
16/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,111,50,5,1063
17/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,159,72,7,2817
18/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,169,76,8,421
19/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,134,60,6,300
21/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,134,60,6,400
22/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,158,71,7,63
23/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,188,85,9,476
24/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,135,61,6,692
25/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,103,46,5,63
26/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,155,70,7,350
27/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,161,72,7,400
28/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,180,81,8,350
29/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,140,63,6,684
30/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,132,59,6,734
31/07/2024,Pet Hotel - Melbourne CBD,Pet Hotel,138,62,6,839
01/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,139,63,6,21
02/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,144,65,7,713
04/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,165,74,7,713
05/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,154,69,7,713
07/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,149,67,7,63
08/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,154,69,7,505
10/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,176,79,8,63
13/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,117,53,5,413
14/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,160,72,7,405
15/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,110,50,5,1042
16/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,120,54,5,2775
17/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,112,50,5,400
18/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,141,63,6,300
19/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,135,61,6,126
20/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,101,45,5,547
21/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,177,80,8,105
22/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,137,62,6,238
23/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,139,63,6,650
25/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,136,61,6,350
26/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,161,72,7,463
27/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,198,89,9,518
28/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,193,87,9,684
29/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,200,90,9,671
30/08/2024,Pet Hotel - Melbourne CBD,Pet Hotel,169,76,8,650
01/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,195,88,9,650
02/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,117,53,5,400
03/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,188,85,9,650
04/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,109,49,5,84
05/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,162,73,7,42
06/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,171,77,8,400
07/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,161,72,7,505
09/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,193,87,9,21
10/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,125,56,6,126
13/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,123,55,6,300
14/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,165,74,7,1000
15/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,115,52,5,2775
16/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,129,58,6,526
17/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,146,66,7,363
19/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,178,80,8,905
22/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,128,58,6,650
23/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,156,70,7,63
24/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,162,73,7,497
25/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,114,51,5,526
26/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,171,77,8,455
27/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,197,89,9,600
28/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,121,54,5,650
29/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,124,56,6,650
30/09/2024,Pet Hotel - Melbourne CBD,Pet Hotel,103,46,5,147
01/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,116,52,5,400
02/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,183,82,8,400
03/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,160,72,7,280
04/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,182,82,8,526
05/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,127,57,6,400
07/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,184,83,8,63
09/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,123,55,6,105
10/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,173,78,8,126
11/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,137,62,6,0
13/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,120,54,5,300
14/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,174,78,8,1084
15/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,188,85,9,2880
16/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,190,86,9,463
17/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,170,77,8,384
19/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,160,72,7,400
20/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,147,66,7,0
21/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,147,66,7,105
22/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,196,88,9,818
23/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,192,86,9,105
24/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,120,54,5,476
25/10/2024,Pet Hotel - Melbourne CBD,Pet Hotel,174,78,8,400
